"reviewId","userId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","date","url","replyContent","repliedAt","appVersion","device","androidOsVersion","ordenacao","ordenacao_nome"
"58cc67b6-76af-40bc-a818-78ee152744f3","","Marcos","https://play-lh.googleusercontent.com/a-/ALV-UjV8fAc-VRaRs3DrsMr67XNZ1yM5iLwxJWHLiFZOZYdpFsERu9BHsg","good but didn't got my 5 euros back!","3","0","0","2025-11-14 09:13:40","","","","","02.26.01","","","1","Mais novos"
"2703992f-925b-49af-8985-738319395eae","","Susana Silva","https://play-lh.googleusercontent.com/a-/ALV-UjXFV6znry5MKdrN4GmmATohQ8O7nzvJRnuhSl5Wv-2YYram6PQEOg","Terrible experience. Lots of trouble unblocking the scooter, my friend couldn't even get past the insurance. Tha app isn't user friendly, in his case, it wouldn't allow do go on without insurance but sinse he was not Italian he could not get insured?! Mandatory 3€ charge on wallet. No other similar app asks for mandatory deposits and they don't refund (I canceled the account with 2€ in the wallet). There are a lot better options for the same service, choose something else.","1","0","0","2024-11-23 14:38:13","","","","","02.17.10","","","1","Mais novos"
"7a00871b-b1cc-4950-a2a2-f05432d0f75d","","Eduardo Manfrin","https://play-lh.googleusercontent.com/a-/ALV-UjXK-h-gmS1Q4XQCLJIa1mfLGymlQEeI9WcsOhpJTvUFiYAMxPJ2","Empresa horrível, mesmo com a minha carteira de habilitação com validade de 2034 ela não autoriza um simples patinete, porque tanta burocracia para um patinete????","1","0","0","2024-08-30 11:07:55","","","","","02.17.02","","","1","Mais novos"
"1d64b016-114e-4de8-b0b1-f43f42f8da92","","Marcus Bonassi","https://play-lh.googleusercontent.com/a-/ALV-UjXTbn6YQst6t8PK2aTzgC_tGl1BgtTCwyxLyWLEbHXopMovnnDm","PESSIMO! Máquina ruim e não nos deixa estacionar. Não peguem! Todo bugado","1","0","0","2023-12-01 04:49:45","","","","","","","","1","Mais novos"
"679490a0-26b0-4034-ad7a-c8f9a905f53a","","Leticia Ramos","https://play-lh.googleusercontent.com/a-/ALV-UjVQo8zxzjMrJ5z9dWRzydXvirYol5VJ6JlFblQQ0mlb1O0hUeBT","Prático e divertido, mas muito caro.","3","1","0","2023-07-23 11:58:24","","","","","02.13.00","","","1","Mais novos"
"4a7d72c8-7ab3-4539-8636-edea8021322f","","José Zatta","https://play-lh.googleusercontent.com/a-/ALV-UjW2GTbmfSVd-T-3_wMmVjD0BhQsgFhyfeeSpcHLPrinWbQUhuLtzQ","Entro com minha conta no aplicativo e aparece uma mensagem de erto dizendo pra eu tentar novamente. Ao clicar no link de confirmacao no email aparcee uma pagina em branco com erro também. Nada funciona.","1","0","0","2023-06-17 09:00:23","","","Caro cliente, lamentamos muito a sua experiência negativa com o nosso serviço, pedimos-lhe que nos contacte através do endereço assistenza@bitmobility.it para que possamos prestar-lhe o apoio necessário para resolver o problema que teve. Equipa BIT","2023-07-14 09:17:30","","","","1","Mais novos"
"6749c685-9610-4b9f-9b7d-4150be1de56c","","Leonardo Andrade","https://play-lh.googleusercontent.com/a-/ALV-UjXkvnuskIsNi_rYu26FY3TLaTjLh9BnCmwe5-fp3B3FsjHASEq3","It is possible to sign up. You need to choose a favorite city, but nothing appears in the form.","1","0","0","2022-10-28 11:42:48","","","","","02.06.00","","","1","Mais novos"
"a12be416-4500-4940-8b4a-889f0633e7f4","","Jorge Guerreiro","https://play-lh.googleusercontent.com/a-/ALV-UjXeOPGTVtJUwWET-pnzayF8HKfTg129zOXVdDh8noO0c9VTfADy","Espetacular","5","1","0","2022-07-11 16:56:49","","","Gentile Jorge, la ringraziamo per il suo feedback e per il tempo che ci ha dedicato. Le Auguriamo Buon Viaggio a Bordo dei nostri Mezzi. Team BIT","2022-07-17 13:33:26","02.03.10","","","1","Mais novos"
"56c31dab-7287-4695-80e0-653b6f94d6bf","","Clinton F","https://play-lh.googleusercontent.com/a-/ALV-UjXe4a5ThG9jweLTsYZQUAyvv7no_Osouowb9gYqpMtHyolKCd9vZQ","Horrível. Só serve se você tiver um endereço italiano. Não serve para turista.","1","3","0","2022-06-07 10:34:13","","","Caro Clinton, lamentamos muito sua experiência negativa com nosso serviço, pedimos-lhe gentilmente que entre em contato conosco em assistenza@bitmobility.it para que possamos lhe fornecer o apoio necessário para resolver o problema que você experimentou. Team BIT","2022-06-11 16:48:07","02.02.24","","","1","Mais novos"
"877e47f3-b74c-45c5-ab88-705d319316ef","","Raphael Cima","https://play-lh.googleusercontent.com/a-/ALV-UjXuz6WKoN5VBv4o5dXKYotks-4oibtZxF_ce_Sn8bmedZkEnuvutQ","I tried the app in Pisa and Florence. Is pretty hard to end the rent since the zones are too small and the gps don't work well in middle of the old buildings. It's also impossible to send the photo they ask in the end so you can maybe get a 300€ fine. Don't even try to call the assistance, they are not pleased to help you at all...","1","0","0","2022-01-20 16:48:46","","","Dear Raphael, we are very sorry for your negative experience with our service, we kindly ask you to contact us at the following address assistenza@bitmobility.it so that we can provide you with the necessary support to solve the problem you encountered. BIT Team","2022-02-03 02:11:18","02.01.27","","","1","Mais novos"
"24a3097b-6f1e-4f14-ae2a-7e33589e3b93","","celson santana","https://play-lh.googleusercontent.com/a/ACg8ocLHOgedI7L9qTwycaJXrZACIaEicRrmV9KICSRKA518sFwuRw=mo","Muito bom","5","2","0","2021-11-06 18:20:22","","","","","02.01.17","","","1","Mais novos"
"b3daa802-feff-4b12-b7a6-744d9fd72406","","Luís Lopes","https://play-lh.googleusercontent.com/a-/ALV-UjVLRgJ1hSYzLcA_JtoXH4okSaTIEYTuFGB0oNQtomW2u1TuQTpI","Couldn't add credit card or PayPal as payment method","1","2","0","2020-10-15 17:21:43","","","","","01.01.04","","","1","Mais novos"
